"CourseTitle","Category","Sub Category","CourseWebsite","Duration","DurationTerm","StudyMode","DegreeLevel","IntakeDay","IntakeMonth","ApplyDay","ApplyMonth","City","DomesticOnly","InternationalFee","DomesticFee","FeeTerm","FeeYear","Currency","StudyLoad","Language","IELTS_Listening","IELTS_Speaking","IELTS_Writing","IELTS_Reading","IELTS_Overall","PTE_Listening","PTE_Speaking","PTE_Writing","PTE_Reading","PTE_Overall","TOEFL_Listening","TOEFL_Speaking","TOEFL_Writing","TOEFL_Reading","TOEFL_Overall","English Test","English Test Reading","English Test Listening","English Test Speaking","English Test Writing","English Test Overall","AcademicLevel","AcademicScore","ScoreType","AcademicCountry","OtherTest","Score","OtherRequirement","CourseDescription","CourseStructure","Career"
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-medical-physiology-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-psychology-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-human-resource-management-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-marketing-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/ba-hons-advertising-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-data-science-and-artificial-intelligence-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-computer-science-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-pharmaceutical-science-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-pharmacology-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-marketing-data-analytics-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-computer-game-development-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-civil-engineering-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"https://www.uel.ac.uk/undergraduate/courses/bsc-hons-construction-management-with-foundation-year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
